paste_count,tab_hidden_count,idle_spike_count,time_per_question,questions_seen,attempt_duration,paste_per_question,tab_per_question,speed,tab_density,paste_density,idle_ratio,suspicious_combo,fast_paste,fast_tab,risk
7,3,0,34.666666666666664,6,208.0,1.1666666666666667,0.5,0.02884614552515033,0.014423076229659796,0.033653844535872855,0.0,0.5833333333333334,0.03365383644600872,0.014423072762575165,1
6,4,0,36.333333333333336,6,218.0,1.0,0.6666666666666666,0.027522928204698656,0.018348623011531055,0.027522934517296583,0.0,0.6666666666666666,0.027522928204698656,0.018348618803132436,1
2,6,0,17.8,5,89.0,0.4,1.2,0.0561797437192451,0.06741572276227834,0.022471907587426114,0.0,0.48,0.02247189748769804,0.06741569246309412,1
2,2,0,22.5,6,135.0,0.3333333333333333,0.3333333333333333,0.04444442469136681,0.014814813717421205,0.014814813717421205,0.0,0.1111111111111111,0.014814808230455601,0.014814808230455601,1
1,0,0,10.75,8,86.0,0.125,0.0,0.09302316928077277,0.0,0.011627905624662135,0.0,0.0,0.011627896160096596,0.0,0
1,2,0,54.375,8,435.0,0.125,0.25,0.018390801215484833,0.004597701043731011,0.0022988505218655055,0.0,0.03125,0.002298850151935604,0.004597700303871208,0
3,1,0,20.75,4,83.0,0.75,0.25,0.048192747858916696,0.01204819131949502,0.03614457395848506,0.0,0.1875,0.03614456089418752,0.012048186964729174,1
8,2,0,24.75,8,198.0,1.0,0.25,0.04040402407918219,0.010101009590858101,0.040404038363432405,0.0,0.25,0.04040402407918219,0.010101006019795548,1
0,0,0,49.0,5,245.0,0.0,0.0,0.020408159100375693,0.0,0.0,0.0,0.0,0.0,0.0,0
1,5,0,35.0,5,175.0,0.2,1.0,0.028571420408165595,0.028571426938775603,0.005714285387755121,0.0,0.2,0.0057142840816331196,0.028571420408165595,1
5,3,0,19.571428571428573,7,137.0,0.7142857142857143,0.42857142857142855,0.05109486440408388,0.02189780862059791,0.036496347700996516,0.0,0.30612244897959184,0.036496331717202776,0.02189779903032166,1
4,1,0,26.0,6,156.0,0.6666666666666666,0.16666666666666666,0.03846152366864474,0.006410255999342564,0.025641023997370255,0.0,0.1111111111111111,0.025641015779096492,0.006410253944774123,1
1,1,0,18.5,4,74.0,0.25,0.25,0.054054024835662254,0.013513511687363285,0.013513511687363285,0.0,0.0625,0.013513506208915563,0.013513506208915563,0
12,12,0,5.75,8,46.0,1.5,1.5,0.17391274102131998,0.26086950850662854,0.26086950850662854,0.0,2.25,0.26086911153198,0.26086911153198,2
2,4,0,72.25,4,289.0,0.5,1.0,0.013840828534141378,0.013840829970905539,0.0069204149854527695,0.0,0.5,0.006920414267070689,0.013840828534141378,1
0,7,0,21.25,8,170.0,0.0,0.875,0.04705880138409347,0.04117646816609011,0.0,0.0,0.0,0.0,0.04117645121108179,0
2,0,0,59.125,8,473.0,0.25,0.0,0.01691331637829744,0.0,0.004228329720331296,0.0,0.0,0.00422832909457436,0.0,0
5,3,0,18.2,5,91.0,1.0,0.6,0.05494502475548091,0.032967029344282486,0.05494504890713748,0.0,0.6,0.05494502475548091,0.03296701485328855,1
10,7,0,5.2,5,26.0,2.0,1.4,0.1923073224859183,0.2692306656805132,0.3846152366864474,0.0,2.8,0.3846146449718366,0.2692302514802856,2
4,1,0,28.75,4,115.0,1.0,0.25,0.034782596597357704,0.008695651417769441,0.034782605671077764,0.0,0.25,0.034782596597357704,0.008695649149339426,1
2,5,0,27.375,8,219.0,0.25,0.625,0.0365296670211262,0.02283104918579684,0.009132419674318736,0.0,0.15625,0.00913241675528155,0.022831041888203875,1
0,0,0,48.0,6,288.0,0.0,0.0,0.020833328993056458,0.0,0.0,0.0,0.0,0.0,0.0,0
6,4,0,25.625,8,205.0,0.75,0.5,0.03902437501487804,0.01951219417013687,0.029268291255205303,0.0,0.375,0.029268281261158532,0.01951218750743902,1
1,7,0,29.0,8,232.0,0.125,0.875,0.03448274673008733,0.030172412492568426,0.00431034464179549,0.0,0.109375,0.0043103433412609166,0.030172403388826416,1
7,9,0,5.333333333333333,6,32.0,1.1666666666666667,1.5,0.1874996484381592,0.2812499121094024,0.21874993164064635,0.0,1.75,0.21874958984451906,0.28124947265723876,2
0,0,0,56.25,4,225.0,0.0,0.0,0.01777777461728451,0.0,0.0,0.0,0.0,0.0,0.0,0
3,4,0,23.0,5,115.0,0.6,0.8,0.043478241965981754,0.034782605671077764,0.026086954253308325,0.0,0.48,0.026086945179589052,0.0347825935727854,1
0,1,0,62.285714285714285,7,436.0,0.0,0.14285714285714285,0.016055043293915067,0.002293577929046378,0.0,0.0,0.0,0.0,0.002293577613416438,0
4,5,0,75.2,5,376.0,0.8,1.0,0.013297870572091678,0.013297871986758724,0.01063829758940698,0.0,0.8,0.010638296457673342,0.013297870572091678,1
12,12,0,5.285714285714286,7,37.0,1.7142857142857142,1.7142857142857142,0.1891888312643733,0.3243242366691252,0.3243242366691252,0.0,2.9387755102040813,0.32432371073892563,0.32432371073892563,2
2,4,0,25.5,4,102.0,0.5,1.0,0.03921567089581533,0.03921568242983506,0.01960784121491753,0.0,0.5,0.019607835447907666,0.03921567089581533,1
4,1,0,23.8,5,119.0,0.8,0.2,0.04201678906857602,0.008403360638373056,0.033613442553492225,0.0,0.16000000000000003,0.03361343125486082,0.008403357813715205,1
3,3,0,27.833333333333332,6,167.0,0.5,0.5,0.03592813080426439,0.017964070780594563,0.017964070780594563,0.0,0.25,0.017964065402132193,0.017964065402132193,1
3,7,0,27.166666666666668,6,163.0,0.5,1.1666666666666667,0.036809802401299725,0.04294478264142438,0.018404906846324735,0.0,0.5833333333333334,0.018404901200649863,0.042944769468183014,1
0,1,0,63.714285714285715,7,446.0,0.0,0.14285714285714285,0.015695064801223013,0.0022421524160952376,0.0,0.0,0.0,0.0,0.00224215211446043,0
1,1,0,52.375,8,419.0,0.125,0.125,0.01909307511349401,0.002386634787908478,0.002386634787908478,0.0,0.015625,0.0023866343891867513,0.0023866343891867513,0
1,0,0,11.333333333333334,6,68.0,0.16666666666666666,0.0,0.08823521626304447,0.0,0.014705880190311736,0.0,0.0,0.014705869377174077,0.0,0
2,0,0,8.428571428571429,7,59.0,0.2857142857142857,0.0,0.11864392703262895,0.0,0.0338982993392713,0.0,0.0,0.03389826486646541,0.0,0
5,3,0,73.4,5,367.0,1.0,0.6,0.013623976345507308,0.008174386698245594,0.013623977830409324,0.0,0.6,0.013623976345507308,0.008174385807304384,1
2,7,0,18.166666666666668,6,109.0,0.3333333333333333,1.1666666666666667,0.05504584125916995,0.06422017759447912,0.018348622169851177,0.0,0.3888888888888889,0.018348613753056648,0.06422014813569828,1
4,4,0,28.0,6,168.0,0.6666666666666666,0.6666666666666666,0.03571427295918823,0.023809522392290332,0.023809522392290332,0.0,0.4444444444444444,0.023809515306125482,0.023809515306125482,1
2,2,0,49.166666666666664,6,295.0,0.3333333333333333,0.3333333333333333,0.020338978914105982,0.006779660787130143,0.006779660787130143,0.0,0.1111111111111111,0.006779659638035327,0.006779659638035327,1
3,3,0,62.0,4,248.0,0.75,0.75,0.016129029656608118,0.012096773705775254,0.012096773705775254,0.0,0.5625,0.012096772242456089,0.012096772242456089,1
2,5,0,29.75,8,238.0,0.25,0.625,0.03361343407951796,0.02100840247863855,0.00840336099145542,0.0,0.15625,0.00840335851987949,0.021008396299698723,1
0,5,0,24.833333333333332,6,149.0,0.0,0.8333333333333334,0.04026844016035967,0.03355704472771512,0.0,0.0,0.0,0.0,0.033557033466966396,0
0,0,0,60.5,4,242.0,0.0,0.0,0.01652892288778134,0.0,0.0,0.0,0.0,0.0,0.0,0
10,9,0,5.571428571428571,7,39.0,1.4285714285714286,1.2857142857142858,0.17948685733128172,0.2307691715976483,0.2564101906640536,0.0,1.8367346938775513,0.25640979618754534,0.2307688165687908,2
1,3,0,19.2,5,96.0,0.2,0.6,0.052083306206611356,0.031249996744792004,0.010416665581597335,0.0,0.12,0.010416661241322272,0.031249983723966812,1
3,3,0,54.0,8,432.0,0.375,0.375,0.01851851508916387,0.00694444428369342,0.00694444428369342,0.0,0.140625,0.006944443158436451,0.006944443158436451,1
1,3,0,23.666666666666668,6,142.0,0.16666666666666666,0.5,0.04225350327316763,0.021126759075580346,0.007042253025193449,0.0,0.08333333333333333,0.007042250545527939,0.021126751636583816,1
0,1,0,8.5,4,34.0,0.0,0.25,0.11764692041538775,0.029411756055365862,0.0,0.0,0.0,0.0,0.02941173010384694,0
3,3,0,23.4,5,117.0,0.6,0.6,0.042735024472211766,0.025641023449485174,0.025641023449485174,0.0,0.36,0.02564101468332706,0.02564101468332706,1
5,0,0,24.0,8,192.0,0.625,0.0,0.04166664930556279,0.0,0.02604166531032993,0.0,0.0,0.026041655815976745,0.0,0
2,6,0,22.166666666666668,6,133.0,0.3333333333333333,1.0,0.04511276160326544,0.04511277856294898,0.015037592854316327,0.0,0.3333333333333333,0.015037587201088479,0.04511276160326544,1
6,3,0,27.428571428571427,7,192.0,0.8571428571428571,0.42857142857142855,0.03645832004123749,0.015624999186197959,0.031249998372395917,0.0,0.36734693877551017,0.031249988606774987,0.015624994303387494,1
5,6,0,19.5,8,156.0,0.625,0.75,0.05128202498357693,0.03846153599605538,0.03205127999671282,0.0,0.46875,0.032051265614735584,0.0384615187376827,1
0,1,0,52.5,6,315.0,0.0,0.16666666666666666,0.019047615419501823,0.003174603073822125,0.0,0.0,0.0,0.0,0.0031746025699169703,0
10,8,0,4.666666666666667,6,28.0,1.6666666666666667,1.3333333333333333,0.2142852551030248,0.2857141836735058,0.3571427295918823,0.0,2.2222222222222223,0.35714209183837464,0.2857136734706997,2
4,1,0,25.25,4,101.0,1.0,0.25,0.03960394471130903,0.009900989118713949,0.039603956474855796,0.0,0.25,0.03960394471130903,0.009900986177827257,1
8,3,0,26.875,8,215.0,1.0,0.375,0.03720928848026475,0.013953487723093594,0.03720930059491625,0.0,0.375,0.03720928848026475,0.013953483180099282,1
0,1,0,6.2,5,31.0,0.0,0.2,0.16129006243538319,0.03225805411030513,0.0,0.0,0.0,0.0,0.03225801248707664,0
6,6,0,6.5,4,26.0,1.5,1.5,0.15384591716012747,0.23076914201186846,0.23076914201186846,0.0,2.25,0.2307688757401912,0.2307688757401912,2
6,7,0,45.0,8,360.0,0.75,0.875,0.022222217283951712,0.019444443904321006,0.016666666203703717,0.0,0.65625,0.016666662962963784,0.019444440123457748,1
6,4,0,34.42857142857143,7,241.0,0.8571428571428571,0.5714285714285714,0.029045634717035557,0.016597509684750635,0.024896264527125952,0.0,0.48979591836734687,0.02489625832888762,0.016597505552591745,1
5,2,0,24.5,6,147.0,0.8333333333333334,0.3333333333333333,0.04081630987089393,0.013605441251330527,0.03401360312832632,0.0,0.2777777777777778,0.03401359155907827,0.013605436623631308,1
2,2,0,23.2,5,116.0,0.4,0.4,0.04310342969679755,0.017241377824019154,0.017241377824019154,0.0,0.16000000000000003,0.01724137187871902,0.01724137187871902,1
0,2,0,10.8,5,54.0,0.0,0.4,0.09259250685878995,0.03703703017832774,0.0,0.0,0.0,0.0,0.03703700274351598,0
6,2,0,27.666666666666668,6,166.0,1.0,0.3333333333333333,0.03614456524895232,0.012048192045289636,0.036144576135868904,0.0,0.3333333333333333,0.03614456524895232,0.01204818841631744,1
2,2,0,31.0,4,124.0,0.5,0.5,0.03225805411030513,0.016129030957336213,0.016129030957336213,0.0,0.25,0.016129027055152564,0.016129027055152564,1
4,2,0,19.666666666666668,6,118.0,0.6666666666666666,0.3333333333333333,0.05084743177249232,0.016949151106004142,0.033898302212008284,0.0,0.2222222222222222,0.03389828784832821,0.016949143924164106,1
2,2,0,26.5,4,106.0,0.5,0.5,0.037735834816666106,0.018867922748309174,0.018867922748309174,0.0,0.25,0.018867917408333053,0.018867917408333053,1
6,5,0,53.0,7,371.0,0.8571428571428571,0.7142857142857143,0.018867920968316798,0.01347708858552322,0.016172506302627863,0.0,0.6122448979591837,0.01617250368712868,0.01347708640594057,1
6,6,0,31.625,8,253.0,0.75,0.75,0.03162054336109301,0.0237154140823947,0.0237154140823947,0.0,0.5625,0.023715407520819756,0.023715407520819756,1
12,12,0,6.125,8,49.0,1.5,1.5,0.16326503956728236,0.2448979092045083,0.2448979092045083,0.0,2.25,0.24489755935092355,0.24489755935092355,2
5,2,0,23.285714285714285,7,163.0,0.7142857142857143,0.2857142857142857,0.042944766833535715,0.012269937897549823,0.030674844743874555,0.0,0.20408163265306123,0.030674833452525512,0.012269933381010203,1
6,8,0,71.0,8,568.0,0.75,1.0,0.014084505058520413,0.014084506794286853,0.01056338009571514,0.0,0.75,0.01056337879389031,0.014084505058520413,1
0,0,0,13.25,4,53.0,0.0,0.0,0.07547164115347837,0.0,0.0,0.0,0.0,0.0,0.0,0
4,5,0,25.0,8,200.0,0.5,0.625,0.0399999840000064,0.02499999875000006,0.01999999900000005,0.0,0.3125,0.0199999920000032,0.024999990000004,1
7,4,0,44.5,8,356.0,0.875,0.5,0.022471905062493244,0.01123595474056307,0.019662920795985372,0.0,0.4375,0.019662916929681588,0.011235952531246622,1
10,8,0,6.166666666666667,6,37.0,1.6666666666666667,1.3333333333333333,0.16216189919692023,0.2162161577794168,0.270270197224271,0.0,2.2222222222222223,0.27026983199486704,0.21621586559589362,2
4,2,0,56.25,4,225.0,1.0,0.5,0.01777777461728451,0.008888888493827178,0.017777776987654356,0.0,0.5,0.01777777461728451,0.008888887308642256,1
5,3,0,29.6,5,148.0,1.0,0.6,0.03378377237034717,0.020270268900657508,0.033783781501095844,0.0,0.6,0.03378377237034717,0.020270263422208303,1
1,1,0,24.5,4,98.0,0.25,0.25,0.04081630987089393,0.010204080591420348,0.010204080591420348,0.0,0.0625,0.010204077467723482,0.010204077467723482,1
1,1,0,51.5,6,309.0,0.16666666666666666,0.16666666666666666,0.019417471957772433,0.0032362458499596816,0.0032362458499596816,0.0,0.027777777777777776,0.003236245326295405,0.003236245326295405,0
4,3,0,48.25,4,193.0,1.0,0.75,0.02072538430561983,0.015544040645386495,0.020725387527181994,0.0,0.75,0.02072538430561983,0.015544038229214872,1
2,0,0,12.6,5,63.0,0.4,0.0,0.07936501637697113,0.0,0.03174602670697989,0.0,0.0,0.03174600655078846,0.0,0
2,3,0,24.8,5,124.0,0.4,0.6,0.04032256438606275,0.02419354643600432,0.016129030957336213,0.0,0.24,0.0161290257544251,0.02419353863163765,1
1,3,0,68.5,4,274.0,0.25,0.75,0.014598538014811969,0.01094890470989399,0.0036496349032979964,0.0,0.1875,0.003649634503702992,0.010948903511108977,1
2,1,0,49.375,8,395.0,0.25,0.125,0.02025316045505611,0.002531645505527962,0.005063291011055924,0.0,0.03125,0.0050632901137640275,0.0025316450568820138,1
4,7,0,41.125,8,329.0,0.5,0.875,0.02431610350976206,0.021276595097975835,0.012158054341700477,0.0,0.4375,0.01215805175488103,0.021276590571041802,1
1,1,0,10.75,4,43.0,0.25,0.25,0.09302316928077277,0.0232558085451608,0.0232558085451608,0.0,0.0625,0.023255792320193192,0.023255792320193192,0
2,3,0,27.25,4,109.0,0.5,0.75,0.03669723423954707,0.027522933254776765,0.018348622169851177,0.0,0.375,0.018348617119773536,0.027522925679660304,1
4,2,0,31.0,7,217.0,0.5714285714285714,0.2857142857142857,0.03225805411030513,0.009216589437023527,0.018433178874047055,0.0,0.16326530612244897,0.018433173777317215,0.009216586888658607,1
6,0,0,25.5,6,153.0,1.0,0.0,0.03921567089581533,0.0,0.03921568371139322,0.0,0.0,0.03921567089581533,0.0,0
0,2,0,58.857142857142854,7,412.0,0.0,0.2857142857142857,0.01699028837543644,0.004854368814214349,0.0,0.0,0.0,0.0,0.004854368107267555,0
1,0,0,64.75,8,518.0,0.125,0.0,0.015444013058839681,0.0,0.0019305018932335542,0.0,0.0,0.0019305016323549601,0.0,0
3,3,0,40.0,5,200.0,0.6,0.6,0.02499999375000156,0.014999999250000038,0.014999999250000038,0.0,0.36,0.014999996250000935,0.014999996250000935,1
2,3,0,22.166666666666668,6,133.0,0.3333333333333333,0.5,0.04511276160326544,0.02255638928147449,0.015037592854316327,0.0,0.16666666666666666,0.015037587201088479,0.02255638080163272,1
2,7,0,23.375,8,187.0,0.25,0.875,0.04278073036118487,0.037433153078441014,0.010695186593840288,0.0,0.21875,0.010695182590296217,0.037433139066036764,1
6,6,0,61.625,8,493.0,0.75,0.75,0.016227177894169914,0.01217038514867373,0.01217038514867373,0.0,0.5625,0.012170383420627436,0.012170383420627436,1
2,4,0,58.5,6,351.0,0.3333333333333333,0.6666666666666666,0.01709401417196339,0.011396011071338717,0.005698005535669359,0.0,0.2222222222222222,0.005698004723987796,0.011396009447975593,1
1,1,0,25.0,4,100.0,0.25,0.25,0.0399999840000064,0.0099999990000001,0.0099999990000001,0.0,0.0625,0.0099999960000016,0.0099999960000016,1
7,1,0,21.833333333333332,6,131.0,1.1666666666666667,0.16666666666666666,0.045801505739768364,0.007633587203542961,0.05343511042480073,0.0,0.19444444444444445,0.05343509002972976,0.007633584289961394,1
2,1,0,26.875,8,215.0,0.25,0.125,0.03720928848026475,0.004651162574364531,0.009302325148729062,0.0,0.03125,0.009302322120066188,0.004651161060033094,1
5,1,0,30.142857142857142,7,211.0,0.7142857142857143,0.14285714285714285,0.03317534444419853,0.004739336268277902,0.02369668134138951,0.0,0.10204081632653061,0.02369667460299895,0.0047393349205997895,1
4,4,0,31.2,5,156.0,0.8,0.8,0.032051271778438535,0.025641023997370255,0.025641023997370255,0.0,0.6400000000000001,0.02564101742275083,0.02564101742275083,1
3,7,0,25.5,8,204.0,0.375,0.875,0.03921567089581533,0.034313723808150794,0.014705881632064625,0.0,0.328125,0.01470587658593075,0.034313712033838414,1
1,3,0,54.25,4,217.0,0.25,0.75,0.018433176325681783,0.013824884155535292,0.004608294718511764,0.0,0.1875,0.004608294081420446,0.013824882244261337,1
5,1,0,67.875,8,543.0,0.625,0.125,0.014732962838605843,0.0018416205922353482,0.009208102961176742,0.0,0.078125,0.009208101774128652,0.0018416203548257304,1
1,2,0,56.625,8,453.0,0.125,0.25,0.017660041031339332,0.004415010940065984,0.002207505470032992,0.0,0.03125,0.0022075051289174165,0.004415010257834833,0
0,2,0,58.375,8,467.0,0.0,0.25,0.017130618050429456,0.004282655154546999,0.0,0.0,0.0,0.0,0.004282654512607364,0
0,1,0,52.8,5,264.0,0.0,0.2,0.018939390352388192,0.0037878786443985364,0.0,0.0,0.0,0.0,0.0037878780704776386,0
1,5,0,29.833333333333332,6,179.0,0.16666666666666666,0.8333333333333334,0.03351954183702508,0.027932959333354226,0.0055865918666708455,0.0,0.1388888888888889,0.005586590306170846,0.027932951530854237,1
0,6,0,20.2,5,101.0,0.0,1.2,0.0495049259876604,0.05940593471228369,0.0,0.0,0.0,0.0,0.05940591118519248,0
11,9,0,5.142857142857143,7,36.0,1.5714285714285714,1.2857142857142858,0.19444406635875985,0.24999993055557482,0.3055554706790359,0.0,2.0204081632653064,0.3055549614209083,0.24999951388983413,2
3,1,0,31.5,4,126.0,0.75,0.25,0.03174602166792963,0.007936507306626404,0.02380952191987921,0.0,0.1875,0.02380951625094722,0.007936505416982407,1
2,5,0,58.333333333333336,6,350.0,0.3333333333333333,0.8333333333333334,0.017142854204082136,0.014285713877551034,0.005714285551020413,0.0,0.2777777777777778,0.005714284734694045,0.014285711836735113,1
11,10,0,4.714285714285714,7,33.0,1.5714285714285714,1.4285714285714286,0.21212076216808026,0.30303021120296625,0.3333332323232629,0.0,2.2448979591836733,0.33333262626412613,0.3030296602401147,2
0,2,0,54.25,4,217.0,0.0,0.5,0.018433176325681783,0.009216589437023527,0.0,0.0,0.0,0.0,0.009216588162840891,0
0,0,0,44.0,4,176.0,0.0,0.0,0.022727267561984642,0.0,0.0,0.0,0.0,0.0,0.0,0
3,6,0,67.2,5,336.0,0.6,1.2,0.014880950166525271,0.017857142325680288,0.008928571162840144,0.0,0.72,0.008928570099915163,0.017857140199830326,1
2,3,0,40.333333333333336,6,242.0,0.3333333333333333,0.5,0.02479338228263249,0.012396693702615962,0.008264462468410642,0.0,0.16666666666666666,0.008264460760877496,0.012396691141316245,1
0,1,0,62.25,4,249.0,0.0,0.25,0.016064254447509325,0.004016064095740398,0.0,0.0,0.0,0.0,0.004016063611877331,0
6,6,0,4.75,4,19.0,1.5,1.5,0.2105258725771104,0.31578930747931183,0.31578930747931183,0.0,2.25,0.31578880886566557,0.31578880886566557,2
0,6,0,20.285714285714285,7,142.0,0.0,0.8571428571428571,0.049295750347165324,0.04225351815116069,0.0,0.0,0.0,0.0,0.04225350029757027,0
5,4,0,22.0,5,110.0,1.0,0.8,0.04545452479339782,0.03636363305785154,0.045454541322314426,0.0,0.8,0.04545452479339782,0.03636361983471826,1
7,4,0,19.6,5,98.0,1.4,0.8,0.051020382132458096,0.04081632236568139,0.07142856413994243,0.0,1.1199999999999999,0.07142853498544133,0.04081630570596648,1
5,6,0,21.375,8,171.0,0.625,0.75,0.046783603843928025,0.03508771724633233,0.029239764371943602,0.0,0.46875,0.029239752402455015,0.03508770288294602,1
4,5,0,66.6,5,333.0,0.8,1.0,0.015015012760508595,0.015015014564113678,0.012012011651290943,0.0,0.8,0.012012010208406877,0.015015012760508595,1
5,4,0,25.2,5,126.0,1.0,0.8,0.03968252393550638,0.031746029226505615,0.03968253653313202,0.0,0.8,0.03968252393550638,0.0317460191484051,1
9,8,0,6.166666666666667,6,37.0,1.5,1.3333333333333333,0.16216189919692023,0.2162161577794168,0.2432431775018439,0.0,2.0,0.24324284879538033,0.21621586559589362,2
4,5,0,62.42857142857143,7,437.0,0.5714285714285714,0.7142857142857143,0.01601830407029454,0.011441647335431411,0.00915331786834513,0.0,0.40816326530612246,0.00915331661159688,0.011441645764496102,1
3,3,0,74.8,5,374.0,0.6,0.6,0.01336898216992217,0.008021390159855878,0.008021390159855878,0.0,0.36,0.008021389301953301,0.008021389301953301,1
3,4,0,44.857142857142854,7,314.0,0.42857142857142855,0.5714285714285714,0.022292988660798707,0.012738853097488756,0.009554139823116568,0.0,0.24489795918367344,0.00955413799748516,0.012738850663313546,1
3,1,0,9.142857142857142,7,64.0,0.42857142857142855,0.14285714285714285,0.1093748803712246,0.01562499755859413,0.04687499267578239,0.0,0.06122448979591836,0.04687494873052483,0.015624982910174941,1
0,0,0,48.0,4,192.0,0.0,0.0,0.020833328993056458,0.0,0.0,0.0,0.0,0.0,0.0,0
2,4,0,30.8,5,154.0,0.4,0.8,0.03246752192612924,0.02597402428740102,0.01298701214370051,0.0,0.32000000000000006,0.012987008770451697,0.025974017540903394,1
2,2,0,69.75,4,279.0,0.5,0.5,0.014336915507252256,0.0071684585244280105,0.0071684585244280105,0.0,0.25,0.007168457753626128,0.007168457753626128,1
1,5,0,22.857142857142858,7,160.0,0.14285714285714285,0.7142857142857143,0.04374998085938337,0.031249998046875123,0.006249999609375024,0.0,0.10204081632653061,0.006249997265626196,0.03124998632813098,1
5,5,0,23.75,8,190.0,0.625,0.625,0.042105245429370344,0.02631578808864273,0.02631578808864273,0.0,0.390625,0.026315778393356463,0.026315778393356463,1
2,0,0,9.875,8,79.0,0.25,0.0,0.10126572023724534,0.0,0.02531645249158829,0.0,0.0,0.025316430059311334,0.0,0
12,9,0,5.0,7,35.0,1.7142857142857142,1.2857142857142858,0.19999960000080003,0.25714278367349036,0.34285704489798713,0.0,2.2040816326530615,0.3428564571442286,0.2571423428581715,2
1,4,0,51.0,5,255.0,0.2,0.8,0.01960783929258053,0.015686273894655926,0.003921568473663982,0.0,0.16000000000000003,0.003921567858516106,0.015686271434064425,1
